GeneA GeneB Genus spp relationship
Potri.005G044300 SapurV1A.0511s0240 S. purpurea one-to-one
Potri.008G013400 SapurV1A.0070s0500 S. purpurea one-to-one
Potri.006G019400 SapurV1A.0767s0080 S. purpurea many-to-many
Potri.006G019400 SapurV1A.0767s0010 S. purpurea many-to-many
Potri.006G019400 SapurV1A.0767s0050 S. purpurea many-to-many
Potri.006G019400 SapurV1A.0767s0030 S. purpurea many-to-many
Potri.006G018700 SapurV1A.0767s0080 S. purpurea many-to-many
Potri.006G018700 SapurV1A.0767s0010 S. purpurea many-to-many
Potri.006G018700 SapurV1A.0767s0050 S. purpurea many-to-many
Potri.006G018700 SapurV1A.0767s0030 S. purpurea many-to-many
Potri.006G020300 SapurV1A.0767s0080 S. purpurea many-to-many
Potri.006G020300 SapurV1A.0767s0010 S. purpurea many-to-many
Potri.006G020300 SapurV1A.0767s0050 S. purpurea many-to-many
Potri.006G020300 SapurV1A.0767s0030 S. purpurea many-to-many
Potri.006G019500 SapurV1A.0767s0080 S. purpurea many-to-many
Potri.006G019500 SapurV1A.0767s0010 S. purpurea many-to-many
Potri.006G019500 SapurV1A.0767s0050 S. purpurea many-to-many
Potri.006G019500 SapurV1A.0767s0030 S. purpurea many-to-many
Potri.007G014600 SapurV1A.0762s0160 S. purpurea many-to-many
Potri.007G014600 SapurV1A.0025s0730 S. purpurea many-to-many
Potri.005G235300 SapurV1A.0762s0160 S. purpurea many-to-many
Potri.005G235300 SapurV1A.0025s0730 S. purpurea many-to-many
Potri.002G082700 SapurV1A.0762s0160 S. purpurea many-to-many
Potri.002G082700 SapurV1A.0025s0730 S. purpurea many-to-many
Potri.002G027200 SapurV1A.0762s0160 S. purpurea many-to-many
Potri.002G027200 SapurV1A.0025s0730 S. purpurea many-to-many
Potri.012G033000 SapurV1A.1322s0010 S. purpurea many-to-many
Potri.012G033000 SapurV1A.1442s0020 S. purpurea many-to-many
Potri.012G033000 SapurV1A.1017s0080 S. purpurea many-to-many
Potri.015G023300 SapurV1A.1322s0010 S. purpurea many-to-many
Potri.015G023300 SapurV1A.1442s0020 S. purpurea many-to-many
Potri.015G023300 SapurV1A.1017s0080 S. purpurea many-to-many
Potri.001G406000 SapurV1A.0381s0080 S. purpurea one-to-one
Potri.016G118900 SapurV1A.0175s0190 S. purpurea one-to-many
Potri.016G118900 SapurV1A.0175s0160 S. purpurea one-to-many
Potri.016G118900 SapurV1A.0175s0180 S. purpurea one-to-many
Potri.001G094900 SapurV1A.0237s0020 S. purpurea one-to-many
Potri.001G094900 SapurV1A.2596s0010 S. purpurea one-to-many
Potri.001G094900 SapurV1A.0035s0800 S. purpurea one-to-many
Potri.006G137200 SapurV1A.0663s0100 S. purpurea one-to-many
Potri.006G137200 SapurV1A.0249s0010 S. purpurea one-to-many
Potri.006G115400 SapurV1A.0208s0210 S. purpurea one-to-many
Potri.006G115400 SapurV1A.5084s0010 S. purpurea one-to-many
Potri.001G423500 SapurV1A.1319s0020 S. purpurea many-to-one
Potri.T066900 SapurV1A.1319s0020 S. purpurea many-to-one
Potri.004G016500 SapurV1A.1533s0070 S. purpurea one-to-one
Potri.009G068400 SapurV1A.1430s0060 S. purpurea one-to-one
Potri.010G242200 SapurV1A.0036s0450 S. purpurea one-to-one
Potri.010G144100 SapurV1A.0050s0490 S. purpurea one-to-one
Potri.011G133900 SapurV1A.0535s0150 S. purpurea one-to-one
Potri.004G148300 SapurV1A.0756s0040 S. purpurea one-to-one
Potri.006G200100 SapurV1A.0298s0210 S. purpurea one-to-one
Potri.006G119100 SapurV1A.0226s0220 S. purpurea one-to-one
Potri.006G257800 SapurV1A.1686s0100 S. purpurea one-to-one
Potri.006G137700 SapurV1A.0663s0050 S. purpurea one-to-one
Potri.002G180400 SapurV1A.0162s0350 S. purpurea one-to-one
Potri.004G089500 SapurV1A.1492s0040 S. purpurea one-to-one
Potri.004G023400 SapurV1A.0722s0040 S. purpurea one-to-one
Potri.014G049700 SapurV1A.0917s0050 S. purpurea one-to-one
Potri.003G099900 SapurV1A.0063s0340 S. purpurea one-to-one
Potri.018G090200 SapurV1A.0313s0120 S. purpurea one-to-one
Potri.007G035900 SapurV1A.0393s0120 S. purpurea one-to-one
Potri.008G205100 SapurV1A.0022s0430 S. purpurea one-to-one
Potri.005G171600 SapurV1A.0331s0100 S. purpurea one-to-one
Potri.007G025400 SapurV1A.1249s0090 S. purpurea one-to-one
Potri.007G043200 SapurV1A.0711s0040 S. purpurea one-to-one
Potri.001G366500 SapurV1A.0115s0360 S. purpurea one-to-one
Potri.001G419400 SapurV1A.0784s0040 S. purpurea one-to-one
Potri.012G047100 SapurV1A.0357s0010 S. purpurea one-to-one
Potri.010G238100 SapurV1A.2353s0020 S. purpurea one-to-many
Potri.010G238100 SapurV1A.5125s0010 S. purpurea one-to-many
Potri.010G238100 SapurV1A.2353s0030 S. purpurea one-to-many
Potri.010G238100 SapurV1A.0036s0140 S. purpurea one-to-many
Potri.010G238100 SapurV1A.0036s0120 S. purpurea one-to-many
Potri.004G085300 SapurV1A.8151s0010 S. purpurea many-to-many
Potri.004G085300 SapurV1A.0068s0120 S. purpurea many-to-many
Potri.004G085300 SapurV1A.8146s0010 S. purpurea many-to-many
Potri.015G141900 SapurV1A.8151s0010 S. purpurea many-to-many
Potri.015G141900 SapurV1A.0068s0120 S. purpurea many-to-many
Potri.015G141900 SapurV1A.8146s0010 S. purpurea many-to-many
Potri.001G288600 SapurV1A.4957s0010 S. purpurea one-to-many
Potri.001G288600 SapurV1A.0279s0060 S. purpurea one-to-many
Potri.001G288600 SapurV1A.2520s0020 S. purpurea one-to-many
Potri.004G232500 SapurV1A.0543s0090 S. purpurea one-to-many
Potri.004G232500 SapurV1A.0543s0080 S. purpurea one-to-many
Potri.009G125000 SapurV1A.0379s0250 S. purpurea many-to-one
Potri.004G163400 SapurV1A.0379s0250 S. purpurea many-to-one
Potri.014G024500 SapurV1A.0423s0250 S. purpurea one-to-many
Potri.014G024500 SapurV1A.1917s0050 S. purpurea one-to-many
Potri.019G061200 SapurV1A.2550s0020 S. purpurea one-to-many
Potri.019G061200 SapurV1A.0143s0050 S. purpurea one-to-many
Potri.001G127500 SapurV1A.0794s0090 S. purpurea one-to-many
Potri.001G127500 SapurV1A.2296s0020 S. purpurea one-to-many
Potri.017G061900 SapurV1A.0123s0390 S. purpurea many-to-one
Potri.001G323400 SapurV1A.0123s0390 S. purpurea many-to-one
Potri.009G076900 SapurV1A.0042s0120 S. purpurea one-to-one
Potri.010G022800 SapurV1A.0152s0150 S. purpurea one-to-one
Potri.011G087000 SapurV1A.0031s0380 S. purpurea one-to-one
Potri.006G041900 SapurV1A.1356s0060 S. purpurea one-to-one
Potri.010G068200 SapurV1A.4624s0010 S. purpurea one-to-one
Potri.011G155400 SapurV1A.0131s0230 S. purpurea one-to-one
Potri.006G059300 SapurV1A.0306s0310 S. purpurea one-to-one
Potri.019G127400 SapurV1A.0215s0080 S. purpurea one-to-one
Potri.004G211100 SapurV1A.0216s0210 S. purpurea one-to-one
Potri.018G133100 SapurV1A.0034s0770 S. purpurea one-to-one
Potri.004G175900 SapurV1A.0757s0110 S. purpurea one-to-one
Potri.009G021500 SapurV1A.0519s0100 S. purpurea one-to-one
Potri.005G172600 SapurV1A.0331s0010 S. purpurea one-to-one
Potri.001G190700 SapurV1A.0408s0050 S. purpurea one-to-one
Potri.014G174100 SapurV1A.0145s0340 S. purpurea one-to-one
Potri.014G179800 SapurV1A.0137s0050 S. purpurea one-to-one
Potri.003G023900 SapurV1A.0809s0140 S. purpurea one-to-one
Potri.012G069300 SapurV1A.0481s0030 S. purpurea one-to-one
Potri.019G122100 SapurV1A.1305s0030 S. purpurea many-to-many
Potri.019G122100 SapurV1A.1305s0060 S. purpurea many-to-many
Potri.019G122100 SapurV1A.1305s0020 S. purpurea many-to-many
Potri.019G122100 SapurV1A.0433s0220 S. purpurea many-to-many
Potri.019G122100 SapurV1A.0433s0210 S. purpurea many-to-many
Potri.019G121900 SapurV1A.1305s0030 S. purpurea many-to-many
Potri.019G121900 SapurV1A.1305s0060 S. purpurea many-to-many
Potri.019G121900 SapurV1A.1305s0020 S. purpurea many-to-many
Potri.019G121900 SapurV1A.0433s0220 S. purpurea many-to-many
Potri.019G121900 SapurV1A.0433s0210 S. purpurea many-to-many
Potri.019G124500 SapurV1A.1305s0030 S. purpurea many-to-many
Potri.019G124500 SapurV1A.1305s0060 S. purpurea many-to-many
Potri.019G124500 SapurV1A.1305s0020 S. purpurea many-to-many
Potri.019G124500 SapurV1A.0433s0220 S. purpurea many-to-many
Potri.019G124500 SapurV1A.0433s0210 S. purpurea many-to-many
Potri.019G124700 SapurV1A.1305s0030 S. purpurea many-to-many
Potri.019G124700 SapurV1A.1305s0060 S. purpurea many-to-many
Potri.019G124700 SapurV1A.1305s0020 S. purpurea many-to-many
Potri.019G124700 SapurV1A.0433s0220 S. purpurea many-to-many
Potri.019G124700 SapurV1A.0433s0210 S. purpurea many-to-many
Potri.001G187700 SapurV1A.5018s0010 S. purpurea one-to-many
Potri.001G187700 SapurV1A.0805s0090 S. purpurea one-to-many
Potri.001G187700 SapurV1A.4122s0010 S. purpurea one-to-many
Potri.010G116000 SapurV1A.0120s0210 S. purpurea one-to-many
Potri.010G116000 SapurV1A.2987s0020 S. purpurea one-to-many
Potri.004G089400 SapurV1A.1492s0030 S. purpurea one-to-many
Potri.004G089400 SapurV1A.0102s0250 S. purpurea one-to-many
Potri.019G075500 SapurV1A.1331s0040 S. purpurea one-to-many
Potri.019G075500 SapurV1A.1130s0100 S. purpurea one-to-many
Potri.001G231400 SapurV1A.0008s0590 S. purpurea many-to-one
Potri.001G232000 SapurV1A.0008s0590 S. purpurea many-to-one
Potri.009G160000 SapurV1A.0561s0210 S. purpurea one-to-one
Potri.010G107700 SapurV1A.0227s0120 S. purpurea one-to-one
Potri.006G248900 SapurV1A.0043s0260 S. purpurea one-to-one
Potri.016G018100 SapurV1A.0154s0250 S. purpurea one-to-one
Potri.002G196900 SapurV1A.0158s0290 S. purpurea one-to-one
Potri.002G020800 SapurV1A.0025s0230 S. purpurea one-to-one
Potri.018G098100 SapurV1A.0183s0230 S. purpurea one-to-one
Potri.003G089300 SapurV1A.0846s0120 S. purpurea one-to-one
Potri.003G202500 SapurV1A.0009s0740 S. purpurea one-to-one
Potri.016G138900 SapurV1A.0065s0660 S. purpurea one-to-one
Potri.015G140500 SapurV1A.0068s0240 S. purpurea one-to-one
Potri.016G129600 SapurV1A.0217s0140 S. purpurea one-to-one
Potri.008G131500 SapurV1A.0015s0190 S. purpurea one-to-one
Potri.016G064000 SapurV1A.0621s0050 S. purpurea one-to-one
Potri.017G050100 SapurV1A.1505s0040 S. purpurea one-to-one
Potri.008G105500 SapurV1A.0114s0080 S. purpurea one-to-one
Potri.008G051200 SapurV1A.0038s0750 S. purpurea one-to-one
Potri.005G024000 SapurV1A.0186s0270 S. purpurea one-to-one
Potri.005G240700 SapurV1A.0384s0020 S. purpurea one-to-one
Potri.001G089500 SapurV1A.0035s0310 S. purpurea one-to-one
Potri.015G049800 SapurV1A.1269s0020 S. purpurea one-to-many
Potri.015G049800 SapurV1A.0178s0010 S. purpurea one-to-many
Potri.015G049800 SapurV1A.0582s0040 S. purpurea one-to-many
Potri.009G079000 SapurV1A.0019s1110 S. purpurea one-to-many
Potri.009G079000 SapurV1A.1370s0060 S. purpurea one-to-many
Potri.010G126000 SapurV1A.0988s0090 S. purpurea one-to-many
Potri.010G126000 SapurV1A.2248s0010 S. purpurea one-to-many
Potri.006G110200 SapurV1A.0356s0090 S. purpurea one-to-many
Potri.006G110200 SapurV1A.3672s0020 S. purpurea one-to-many
Potri.016G001600 SapurV1A.2939s0020 S. purpurea one-to-many
Potri.016G001600 SapurV1A.0089s0130 S. purpurea one-to-many
Potri.001G230800 SapurV1A.2395s0010 S. purpurea one-to-many
Potri.001G230800 SapurV1A.0008s0520 S. purpurea one-to-many
Potri.005G090600 SapurV1A.0333s0270 S. purpurea one-to-one
Potri.008G153400 SapurV1A.1463s0090 S. purpurea one-to-many
Potri.008G153400 SapurV1A.1290s0160 S. purpurea one-to-many
Potri.005G034300 SapurV1A.1055s0030 S. purpurea one-to-many
Potri.005G034300 SapurV1A.1361s0030 S. purpurea one-to-many
Potri.009G047300 SapurV1A.0619s0060 S. purpurea one-to-one
Potri.010G074400 SapurV1A.0007s0800 S. purpurea one-to-one
Potri.011G089600 SapurV1A.0031s0170 S. purpurea one-to-one
Potri.006G216000 SapurV1A.0057s0510 S. purpurea one-to-one
Potri.014G130700 SapurV1A.0052s0650 S. purpurea one-to-one
Potri.003G145800 SapurV1A.0059s0280 S. purpurea one-to-one
Potri.005G095700 SapurV1A.0085s0590 S. purpurea one-to-one
Potri.005G023000 SapurV1A.0186s0330 S. purpurea one-to-one
Potri.007G004700 SapurV1A.0703s0140 S. purpurea one-to-one
Potri.002G261900 SapurV1A.0216s0280 S. purpurea one-to-one
Potri.001G114800 SapurV1A.0260s0190 S. purpurea one-to-one
Potri.001G192700 SapurV1A.1495s0010 S. purpurea one-to-one
Potri.001G092600 SapurV1A.0035s0590 S. purpurea one-to-one
Potri.001G223200 SapurV1A.0631s0120 S. purpurea one-to-one
Potri.007G006000 SapurV1A.0608s0040 S. purpurea one-to-one
Potri.001G380200 SapurV1A.0020s0390 S. purpurea one-to-one
Potri.001G350500 SapurV1A.0297s0200 S. purpurea one-to-one
Potri.001G329600 SapurV1A.0278s0270 S. purpurea one-to-one
Potri.012G139500 SapurV1A.1070s0180 S. purpurea one-to-one
Potri.012G034800 SapurV1A.0202s0150 S. purpurea one-to-one
Potri.012G093200 SapurV1A.0459s0190 S. purpurea one-to-one
Potri.017G061400 SapurV1A.6022s0010 S. purpurea one-to-many
Potri.017G061400 SapurV1A.1101s0010 S. purpurea one-to-many
Potri.006G251800 SapurV1A.3812s0010 S. purpurea one-to-many
Potri.006G251800 SapurV1A.0043s0530 S. purpurea one-to-many
Potri.001G142300 SapurV1A.1213s0020 S. purpurea one-to-many
Potri.001G142300 SapurV1A.0741s0070 S. purpurea one-to-many
Potri.001G300300 SapurV1A.0005s0820 S. purpurea one-to-many
Potri.001G300300 SapurV1A.3945s0010 S. purpurea one-to-many
Potri.009G037100 SapurV1A.0128s0220 S. purpurea one-to-one
Potri.013G066000 SapurV1A.4108s0010 S. purpurea one-to-one
Potri.002G205700 SapurV1A.0155s0260 S. purpurea one-to-one
Potri.014G123500 SapurV1A.0052s0030 S. purpurea one-to-one
Potri.018G086400 SapurV1A.0454s0120 S. purpurea one-to-one
Potri.T030600 SapurV1A.0264s0130 S. purpurea one-to-one
Potri.008G071000 SapurV1A.0650s0080 S. purpurea one-to-one
Potri.015G091100 SapurV1A.0420s0120 S. purpurea one-to-one
Potri.008G155100 SapurV1A.1290s0050 S. purpurea one-to-one
Potri.005G070600 SapurV1A.0311s0150 S. purpurea one-to-one
Potri.005G243100 SapurV1A.0384s0210 S. purpurea one-to-one
Potri.011G168700 SapurV1A.0338s0250 S. purpurea one-to-one
Potri.007G034600 SapurV1A.0393s0230 S. purpurea one-to-one
Potri.011G025900 SapurV1A.0345s0320 S. purpurea many-to-many
Potri.011G025900 SapurV1A.0345s0300 S. purpurea many-to-many
Potri.011G026100 SapurV1A.0345s0320 S. purpurea many-to-many
Potri.011G026100 SapurV1A.0345s0300 S. purpurea many-to-many
Potri.011G026000 SapurV1A.0345s0320 S. purpurea many-to-many
Potri.011G026000 SapurV1A.0345s0300 S. purpurea many-to-many
Potri.011G026200 SapurV1A.0345s0320 S. purpurea many-to-many
Potri.011G026200 SapurV1A.0345s0300 S. purpurea many-to-many
Potri.005G061700 SapurV1A.1377s0110 S. purpurea many-to-many
Potri.005G061700 SapurV1A.1428s0040 S. purpurea many-to-many
Potri.007G107100 SapurV1A.1377s0110 S. purpurea many-to-many
Potri.007G107100 SapurV1A.1428s0040 S. purpurea many-to-many
Potri.017G088500 SapurV1A.4084s0010 S. purpurea one-to-many
Potri.017G088500 SapurV1A.0322s0170 S. purpurea one-to-many
Potri.001G082100 SapurV1A.0094s0430 S. purpurea one-to-one
Potri.013G119500 SapurV1A.2882s0010 S. purpurea one-to-many
Potri.013G119500 SapurV1A.1073s0060 S. purpurea one-to-many
Potri.014G150900 SapurV1A.0529s0100 S. purpurea one-to-many
Potri.014G150900 SapurV1A.0107s0140 S. purpurea one-to-many
Potri.018G102900 SapurV1A.0332s0290 S. purpurea one-to-many
Potri.018G102900 SapurV1A.0332s0280 S. purpurea one-to-many
Potri.017G120000 SapurV1A.1854s0040 S. purpurea one-to-many
Potri.017G120000 SapurV1A.2972s0020 S. purpurea one-to-many
Potri.015G052800 SapurV1A.0934s0060 S. purpurea one-to-many
Potri.015G052800 SapurV1A.0301s0160 S. purpurea one-to-many
Potri.009G019300 SapurV1A.0146s0190 S. purpurea one-to-one
Potri.009G003800 SapurV1A.0288s0140 S. purpurea one-to-one
Potri.010G053000 SapurV1A.0629s0170 S. purpurea one-to-one
Potri.010G110100 SapurV1A.0405s0140 S. purpurea one-to-one
Potri.002G038700 SapurV1A.0006s0810 S. purpurea one-to-one
Potri.001G353100 SapurV1A.0126s0080 S. purpurea one-to-one
Potri.002G106300 SapurV1A.0004s1070 S. purpurea one-to-one
Potri.018G029500 SapurV1A.0073s0400 S. purpurea one-to-one
Potri.009G163200 SapurV1A.1034s0100 S. purpurea one-to-one
Potri.003G090600 SapurV1A.0975s0030 S. purpurea one-to-one
Potri.016G125700 SapurV1A.0620s0160 S. purpurea one-to-one
Potri.001G471900 SapurV1A.0395s0160 S. purpurea one-to-one
Potri.008G164100 SapurV1A.0292s0190 S. purpurea one-to-one
Potri.008G200000 SapurV1A.0407s0310 S. purpurea one-to-one
Potri.005G254200 SapurV1A.0266s0200 S. purpurea one-to-one
Potri.001G108300 SapurV1A.0507s0140 S. purpurea one-to-one
Potri.011G078800 SapurV1A.0031s0250 S. purpurea one-to-one
Potri.007G091000 SapurV1A.0075s0150 S. purpurea one-to-one
Potri.007G003600 SapurV1A.0703s0070 S. purpurea one-to-one
Potri.007G103000 SapurV1A.0171s0170 S. purpurea one-to-one
Potri.007G058600 SapurV1A.0605s0060 S. purpurea one-to-one
Potri.001G235800 SapurV1A.0008s0970 S. purpurea one-to-one
Potri.012G135500 SapurV1A.0400s0040 S. purpurea one-to-one
Potri.012G078300 SapurV1A.0165s0220 S. purpurea one-to-one
Potri.002G201900 SapurV1A.2183s0020 S. purpurea one-to-many
Potri.002G201900 SapurV1A.0494s0060 S. purpurea one-to-many
Potri.009G085900 SapurV1A.0019s0550 S. purpurea one-to-one
Potri.011G114700 SapurV1A.1129s0010 S. purpurea one-to-one
Potri.018G063500 SapurV1A.0121s0110 S. purpurea one-to-one
Potri.014G140000 SapurV1A.0053s0680 S. purpurea one-to-one
Potri.017G090400 SapurV1A.0460s0170 S. purpurea one-to-one
Potri.013G049000 SapurV1A.0309s0030 S. purpurea one-to-one
Potri.008G052000 SapurV1A.0038s0820 S. purpurea one-to-one
Potri.011G169700 SapurV1A.0338s0320 S. purpurea one-to-one
Potri.005G100600 SapurV1A.0085s0110 S. purpurea one-to-one
Potri.017G027900 SapurV1A.3362s0030 S. purpurea one-to-many
Potri.017G027900 SapurV1A.0865s0060 S. purpurea one-to-many
Potri.016G067900 SapurV1A.0258s0040 S. purpurea many-to-one
Potri.006G201500 SapurV1A.0258s0040 S. purpurea many-to-one
Potri.005G044400 SapurV1A.0511s0260 S. purpurea one-to-many
Potri.005G044400 SapurV1A.0386s0010 S. purpurea one-to-many
Potri.001G450700 SapurV1A.3472s0010 S. purpurea one-to-many
Potri.001G450700 SapurV1A.1232s0050 S. purpurea one-to-many
Potri.003G191000 SapurV1A.0537s0100 S. purpurea one-to-one
Potri.019G095200 SapurV1A.0735s0130 S. purpurea many-to-one
Potri.019G111400 SapurV1A.0735s0130 S. purpurea many-to-one
Potri.009G039200 SapurV1A.0128s0420 S. purpurea one-to-one
Potri.009G110600 SapurV1A.0090s0160 S. purpurea one-to-one
Potri.010G013400 SapurV1A.1144s0070 S. purpurea one-to-one
Potri.010G243200 SapurV1A.0036s0530 S. purpurea one-to-one
Potri.010G209800 SapurV1A.0095s0620 S. purpurea one-to-one
Potri.010G132400 SapurV1A.0084s0070 S. purpurea one-to-one
Potri.006G264600 SapurV1A.0184s0090 S. purpurea one-to-one
Potri.004G101000 SapurV1A.0315s0180 S. purpurea one-to-one
Potri.002G251800 SapurV1A.0937s0070 S. purpurea one-to-one
Potri.015G102200 SapurV1A.1580s0020 S. purpurea one-to-many
Potri.015G102200 SapurV1A.0614s0200 S. purpurea one-to-many
Potri.008G177900 SapurV1A.0206s0010 S. purpurea one-to-one
Potri.018G094300 SapurV1A.0271s0160 S. purpurea one-to-one
Potri.018G132100 SapurV1A.0034s0670 S. purpurea one-to-one
Potri.004G147100 SapurV1A.2089s0030 S. purpurea one-to-one
Potri.004G175400 SapurV1A.0757s0170 S. purpurea one-to-one
Potri.003G090300 SapurV1A.0846s0030 S. purpurea one-to-one
Potri.003G150300 SapurV1A.0059s0590 S. purpurea one-to-one
Potri.015G037100 SapurV1A.2772s0010 S. purpurea one-to-one
Potri.015G077500 SapurV1A.0011s0110 S. purpurea one-to-one
Potri.011G150800 SapurV1A.0874s0120 S. purpurea one-to-one
Potri.005G109900 SapurV1A.0130s0170 S. purpurea one-to-one
Potri.005G184500 SapurV1A.0261s0260 S. purpurea one-to-one
Potri.011G168200 SapurV1A.0338s0210 S. purpurea one-to-one
Potri.001G076500 SapurV1A.0236s0020 S. purpurea one-to-one
Potri.001G181500 SapurV1A.0601s0170 S. purpurea one-to-one
Potri.001G166900 SapurV1A.0793s0090 S. purpurea one-to-one
Potri.001G395100 SapurV1A.0207s0080 S. purpurea one-to-one
Potri.001G292100 SapurV1A.0005s0240 S. purpurea one-to-one
Potri.001G179500 SapurV1A.0002s0260 S. purpurea one-to-one
Potri.011G032600 SapurV1A.0502s0230 S. purpurea one-to-many
Potri.011G032600 SapurV1A.1304s0080 S. purpurea one-to-many
Potri.003G020200 SapurV1A.0647s0180 S. purpurea one-to-many
Potri.003G020200 SapurV1A.0310s0010 S. purpurea one-to-many
Potri.015G001200 SapurV1A.1668s0020 S. purpurea one-to-many
Potri.015G001200 SapurV1A.1617s0110 S. purpurea one-to-many
Potri.014G016900 SapurV1A.0476s0180 S. purpurea one-to-one
Potri.001G148700 SapurV1A.4250s0010 S. purpurea one-to-many
Potri.001G148700 SapurV1A.0380s0100 S. purpurea one-to-many
Potri.T176900 SapurV1A.4882s0010 S. purpurea many-to-one
Potri.008G107500 SapurV1A.4882s0010 S. purpurea many-to-one
Potri.009G027600 SapurV1A.0040s0040 S. purpurea one-to-one
Potri.011G135400 SapurV1A.0229s0270 S. purpurea one-to-one
Potri.006G205700 SapurV1A.0510s0130 S. purpurea one-to-one
Potri.002G083600 SapurV1A.0010s1110 S. purpurea one-to-one
Potri.004G041700 SapurV1A.0012s0170 S. purpurea one-to-one
Potri.014G089700 SapurV1A.0013s1100 S. purpurea one-to-one
Potri.018G046100 SapurV1A.0373s0110 S. purpurea one-to-one
Potri.019G112100 SapurV1A.0832s0150 S. purpurea one-to-one
Potri.006G070800 SapurV1A.0198s0220 S. purpurea one-to-one
Potri.019G029600 SapurV1A.0599s0010 S. purpurea one-to-one
Potri.005G138000 SapurV1A.0339s0110 S. purpurea one-to-one
Potri.001G191900 SapurV1A.3154s0020 S. purpurea one-to-one
Potri.T131500 SapurV1A.0279s0070 S. purpurea one-to-many
Potri.T131500 SapurV1A.0279s0080 S. purpurea one-to-many
Potri.T131500 SapurV1A.5963s0010 S. purpurea one-to-many
Potri.T131500 SapurV1A.2520s0030 S. purpurea one-to-many
Potri.018G032400 SapurV1A.2742s0020 S. purpurea one-to-many
Potri.018G032400 SapurV1A.0073s0210 S. purpurea one-to-many
Potri.014G077000 SapurV1A.1374s0080 S. purpurea one-to-many
Potri.014G077000 SapurV1A.1221s0140 S. purpurea one-to-many
Potri.009G151600 SapurV1A.0406s0240 S. purpurea one-to-one
Potri.010G195700 SapurV1A.0262s0320 S. purpurea one-to-one
Potri.010G002600 SapurV1A.0739s0200 S. purpurea one-to-one
Potri.010G198700 SapurV1A.0281s0340 S. purpurea one-to-one
Potri.003G158100 SapurV1A.0122s0310 S. purpurea one-to-one
Potri.010G132800 SapurV1A.0084s0110 S. purpurea one-to-one
Potri.011G135700 SapurV1A.0229s0240 S. purpurea one-to-one
Potri.010G146900 SapurV1A.0050s0290 S. purpurea one-to-one
Potri.011G031500 SapurV1A.0502s0120 S. purpurea one-to-one
Potri.004G186900 SapurV1A.0080s0110 S. purpurea one-to-one
Potri.014G162700 SapurV1A.0054s0060 S. purpurea one-to-one
Potri.001G143900 SapurV1A.0987s0050 S. purpurea one-to-one
Potri.015G046600 SapurV1A.0719s0040 S. purpurea one-to-one
Potri.005G066500 SapurV1A.0465s0160 S. purpurea one-to-one
Potri.005G246100 SapurV1A.0573s0210 S. purpurea one-to-one
Potri.010G214300 SapurV1A.0023s0750 S. purpurea one-to-one
Potri.001G053700 SapurV1A.0802s0110 S. purpurea one-to-one
Potri.001G070200 SapurV1A.0444s0200 S. purpurea one-to-one
Potri.009G045900 SapurV1A.1613s0060 S. purpurea one-to-many
Potri.009G045900 SapurV1A.0619s0200 S. purpurea one-to-many
Potri.009G045900 SapurV1A.2714s0010 S. purpurea one-to-many
Potri.005G211200 SapurV1A.0076s0580 S. purpurea many-to-many
Potri.005G211200 SapurV1A.0364s0090 S. purpurea many-to-many
Potri.002G051300 SapurV1A.0076s0580 S. purpurea many-to-many
Potri.002G051300 SapurV1A.0364s0090 S. purpurea many-to-many
Potri.016G060700 SapurV1A.0505s0010 S. purpurea one-to-many
Potri.016G060700 SapurV1A.3299s0010 S. purpurea one-to-many
Potri.016G060700 SapurV1A.0506s0170 S. purpurea one-to-many
Potri.006G017600 SapurV1A.0359s0380 S. purpurea one-to-many
Potri.006G017600 SapurV1A.1083s0150 S. purpurea one-to-many
Potri.004G215300 SapurV1A.0360s0250 S. purpurea one-to-many
Potri.004G215300 SapurV1A.1188s0020 S. purpurea one-to-many
Potri.018G099100 SapurV1A.1339s0080 S. purpurea one-to-many
Potri.018G099100 SapurV1A.0183s0310 S. purpurea one-to-many
Potri.011G121500 SapurV1A.1125s0040 S. purpurea many-to-one
Potri.011G121400 SapurV1A.1125s0040 S. purpurea many-to-one
Potri.019G079800 SapurV1A.1647s0030 S. purpurea one-to-many
Potri.019G079800 SapurV1A.0391s0040 S. purpurea one-to-many
Potri.006G049900 SapurV1A.0228s0210 S. purpurea one-to-one
Potri.019G085500 SapurV1A.0179s0190 S. purpurea many-to-one
Potri.013G114800 SapurV1A.0179s0190 S. purpurea many-to-one
Potri.010G252800 SapurV1A.0036s1260 S. purpurea one-to-one
Potri.010G208300 SapurV1A.0095s0490 S. purpurea one-to-one
Potri.011G059800 SapurV1A.0032s0710 S. purpurea one-to-one
Potri.006G034600 SapurV1A.0159s0200 S. purpurea one-to-one
Potri.002G041700 SapurV1A.0006s1030 S. purpurea one-to-one
Potri.004G029600 SapurV1A.0028s0500 S. purpurea one-to-one
Potri.015G130000 SapurV1A.0456s0230 S. purpurea one-to-one
Potri.013G062600 SapurV1A.0564s0060 S. purpurea one-to-one
Potri.013G054900 SapurV1A.0867s0070 S. purpurea one-to-one
Potri.005G209200 SapurV1A.0076s0410 S. purpurea one-to-one
Potri.001G006000 SapurV1A.0918s0030 S. purpurea one-to-one
Potri.001G349700 SapurV1A.0363s0040 S. purpurea one-to-one
Potri.012G101800 SapurV1A.1018s0030 S. purpurea one-to-one
Potri.012G138600 SapurV1A.1070s0110 S. purpurea one-to-one
